pin14,pin10,address,demolition_probability,land_ratio,land_val,building_val,land_val_change_pct,building_val_change_pct,building_age,underbuilt_ratio,violation_count_5yr,is_vacant,in_tax_sale,community_area,zone_class,property_class,char_ext_wall,is_llc_owner,nearby_demo_count_2yr,nearby_new_construction_count,years_since_renovation,renovation_investment,lot_size_sf,sale_year,sale_price,sale_price_to_assessed_ratio
20292050200000,2029205020,7137 S SANGAMON ST,0.9876246452331543,0.5203333333333333,1561.0,1439.0,-0.33376013657703796,-0.6399799849887415,126.0,0.32320000000000004,7.0,0.0,1.0,Englewood,RS-3,2-02,Frame,0,7.0,1.0,99.0,0.0,3125.0,nan,nan,nan
17063190340000,1706319034,2012 W WALTON ST,0.9876224398612976,0.29577464788732394,21000.0,50000.0,1.0588235294117647,0.25379272298703576,126.0,0.33,0.0,0.0,0.0,West Town,RT-4,2-03,Masonry,1,14.0,12.0,99.0,0.0,3000.0,nan,nan,nan
14194090060000,1419409006,3451 N DAMEN AVE,0.9875568151473999,0.6150103910825618,39063.0,24453.0,1.403876923076923,-0.4401785714285714,135.0,0.7431111111111111,0.0,0.0,0.0,North Center,RS-3,2-11,Frame,1,28.0,25.0,99.0,0.0,3125.0,nan,nan,nan
21312000150000,2131200015,7941 S BURNHAM AVE,0.9871768355369568,0.36470588235294116,3100.0,5400.0,0.0,-0.3815141450005727,117.0,0.6456989247311827,6.0,0.0,1.0,South Chicago,RT-4,2-11,Frame,0,2.0,1.0,99.0,0.0,3100.0,nan,nan,nan
20174120110000,2017412011,6029 S MORGAN ST,0.9871717095375061,0.5208263912029324,1563.0,1438.0,-0.33290653008962867,-0.6535774512165743,126.0,0.5006222222222222,7.0,0.0,1.0,Englewood,RS-3,2-11,Frame,0,6.0,2.0,99.0,0.0,3125.0,nan,nan,nan
20114080150000,2011408015,5206 S KENWOOD AVE,0.9871488213539124,0.4212647099226155,27600.0,37917.0,0.25,-0.2933579335793358,130.0,0.20815217391304347,0.0,0.0,0.0,Hyde Park,RM-5,2-06,Frame,1,5.0,6.0,99.0,0.0,5520.0,nan,nan,nan
14203090320000,1420309032,3406 N GREENVIEW AVE,0.9871010780334473,0.5740740740740741,46500.0,34500.0,1.34375,-0.30160529565375815,135.0,0.3348694316436252,0.0,0.0,0.0,Lake View,RT-3.5,2-03,Frame,0,19.0,28.0,99.0,0.0,3100.0,nan,nan,nan
14321120340000,1432112034,1248 W WEBSTER AVE,0.9870761036872864,0.4816495501950482,36300.0,39066.0,0.13636363636363635,-0.16125984928183437,135.0,0.5036157024793388,0.0,0.0,0.0,Lincoln Park,RT-4,2-11,Masonry,1,11.0,18.0,99.0,0.0,2904.0,nan,nan,nan
14193070030000,1419307003,2019 W ADDISON ST,0.9870209097862244,0.64249734434431,56250.0,31299.0,1.4038461538461537,-0.45607632553047284,118.0,0.7640211640211639,0.0,0.0,0.0,North Center,RT-3.5,2-11,Frame,1,26.0,26.0,99.0,0.0,4500.0,nan,nan,nan
14194100320000,1419410032,1930 W ROSCOE ST,0.9869726300239563,0.5885301175541447,38750.0,27092.0,1.4038461538461537,-0.36490224576867175,124.0,0.6623655913978493,0.0,0.0,0.0,North Center,RS-3,2-11,Frame,1,26.0,28.0,99.0,0.0,3100.0,nan,nan,nan
20282060330000,2028206033,7124 S LAFAYETTE AVE,0.9869605302810669,0.1882,1882.0,8118.0,-0.13311837862736067,0.2816545626776129,125.0,0.7392055267702936,7.0,0.0,1.0,Greater Grand Crossing,RS-3,2-11,Masonry,0,4.0,2.0,99.0,0.0,2895.0,nan,nan,nan
